FeatureCode,DateCode,Measurement,Units,Value,Population Group,Breastfeeding Data Collection Time
S08000015,2012/2013,Count,Babies,1186,Breastfed,First Visit
S08000015,2012/2013,Count,Babies,961,Exclusively Breastfed,First Visit
S08000015,2012/2013,Count,Babies,811,Breastfed,6 To 8 Week Review
S08000015,2012/2013,Count,Babies,609,Exclusively Breastfed,6 To 8 Week Review
S08000016,2012/2013,Count,Babies,521,Breastfed,First Visit
S08000016,2012/2013,Count,Babies,414,Exclusively Breastfed,First Visit
S08000016,2012/2013,Count,Babies,428,Breastfed,6 To 8 Week Review
S08000016,2012/2013,Count,Babies,330,Exclusively Breastfed,6 To 8 Week Review
S08000017,2012/2013,Count,Babies,566,Breastfed,First Visit
S08000017,2012/2013,Count,Babies,427,Exclusively Breastfed,First Visit
S08000017,2012/2013,Count,Babies,427,Breastfed,6 To 8 Week Review
S08000017,2012/2013,Count,Babies,305,Exclusively Breastfed,6 To 8 Week Review
S08000019,2012/2013,Count,Babies,1229,Breastfed,First Visit
S08000019,2012/2013,Count,Babies,974,Exclusively Breastfed,First Visit
S08000019,2012/2013,Count,Babies,904,Breastfed,6 To 8 Week Review
S08000019,2012/2013,Count,Babies,677,Exclusively Breastfed,6 To 8 Week Review
S08000020,2012/2013,Count,Babies,3409,Breastfed,First Visit
S08000020,2012/2013,Count,Babies,2520,Exclusively Breastfed,First Visit
S08000020,2012/2013,Count,Babies,2628,Breastfed,6 To 8 Week Review
S08000020,2012/2013,Count,Babies,1885,Exclusively Breastfed,6 To 8 Week Review
S08000022,2012/2013,Count,Babies,1530,Breastfed,First Visit
S08000022,2012/2013,Count,Babies,1218,Exclusively Breastfed,First Visit
S08000022,2012/2013,Count,Babies,1088,Breastfed,6 To 8 Week Review
S08000022,2012/2013,Count,Babies,848,Exclusively Breastfed,6 To 8 Week Review
S08000024,2012/2013,Count,Babies,5779,Breastfed,First Visit
S08000024,2012/2013,Count,Babies,4221,Exclusively Breastfed,First Visit
S08000024,2012/2013,Count,Babies,4534,Breastfed,6 To 8 Week Review
S08000024,2012/2013,Count,Babies,3232,Exclusively Breastfed,6 To 8 Week Review
S08000025,2012/2013,Count,Babies,125,Breastfed,First Visit
S08000025,2012/2013,Count,Babies,92,Exclusively Breastfed,First Visit
S08000025,2012/2013,Count,Babies,99,Breastfed,6 To 8 Week Review
S08000025,2012/2013,Count,Babies,57,Exclusively Breastfed,6 To 8 Week Review
S08000026,2012/2013,Count,Babies,190,Breastfed,First Visit
S08000026,2012/2013,Count,Babies,149,Exclusively Breastfed,First Visit
S08000026,2012/2013,Count,Babies,147,Breastfed,6 To 8 Week Review
S08000026,2012/2013,Count,Babies,117,Exclusively Breastfed,6 To 8 Week Review
S08000028,2012/2013,Count,Babies,103,Breastfed,First Visit
S08000028,2012/2013,Count,Babies,88,Exclusively Breastfed,First Visit
S08000028,2012/2013,Count,Babies,79,Breastfed,6 To 8 Week Review
S08000028,2012/2013,Count,Babies,61,Exclusively Breastfed,6 To 8 Week Review
S08000029,2012/2013,Count,Babies,1723,Breastfed,First Visit
S08000029,2012/2013,Count,Babies,1349,Exclusively Breastfed,First Visit
S08000029,2012/2013,Count,Babies,1209,Breastfed,6 To 8 Week Review
S08000029,2012/2013,Count,Babies,880,Exclusively Breastfed,6 To 8 Week Review
S08000030,2012/2013,Count,Babies,1914,Breastfed,First Visit
S08000030,2012/2013,Count,Babies,1526,Exclusively Breastfed,First Visit
S08000030,2012/2013,Count,Babies,1397,Breastfed,6 To 8 Week Review
S08000030,2012/2013,Count,Babies,1021,Exclusively Breastfed,6 To 8 Week Review
S08000015,2013/2014,Count,Babies,1236,Breastfed,First Visit
S08000015,2013/2014,Count,Babies,957,Exclusively Breastfed,First Visit
S08000015,2013/2014,Count,Babies,865,Breastfed,6 To 8 Week Review
S08000015,2013/2014,Count,Babies,632,Exclusively Breastfed,6 To 8 Week Review
S08000016,2013/2014,Count,Babies,568,Breastfed,First Visit
S08000016,2013/2014,Count,Babies,431,Exclusively Breastfed,First Visit
S08000016,2013/2014,Count,Babies,434,Breastfed,6 To 8 Week Review
S08000016,2013/2014,Count,Babies,320,Exclusively Breastfed,6 To 8 Week Review
S08000017,2013/2014,Count,Babies,548,Breastfed,First Visit
S08000017,2013/2014,Count,Babies,418,Exclusively Breastfed,First Visit
S08000017,2013/2014,Count,Babies,417,Breastfed,6 To 8 Week Review
S08000017,2013/2014,Count,Babies,294,Exclusively Breastfed,6 To 8 Week Review
S08000019,2013/2014,Count,Babies,1162,Breastfed,First Visit
S08000019,2013/2014,Count,Babies,886,Exclusively Breastfed,First Visit
S08000019,2013/2014,Count,Babies,868,Breastfed,6 To 8 Week Review
S08000019,2013/2014,Count,Babies,654,Exclusively Breastfed,6 To 8 Week Review
S08000020,2013/2014,Count,Babies,3457,Breastfed,First Visit
S08000020,2013/2014,Count,Babies,2699,Exclusively Breastfed,First Visit
S08000020,2013/2014,Count,Babies,2630,Breastfed,6 To 8 Week Review
S08000020,2013/2014,Count,Babies,1934,Exclusively Breastfed,6 To 8 Week Review
S08000022,2013/2014,Count,Babies,1496,Breastfed,First Visit
S08000022,2013/2014,Count,Babies,1181,Exclusively Breastfed,First Visit
S08000022,2013/2014,Count,Babies,1062,Breastfed,6 To 8 Week Review
S08000022,2013/2014,Count,Babies,825,Exclusively Breastfed,6 To 8 Week Review
S08000024,2013/2014,Count,Babies,5842,Breastfed,First Visit
S08000024,2013/2014,Count,Babies,4160,Exclusively Breastfed,First Visit
S08000024,2013/2014,Count,Babies,4537,Breastfed,6 To 8 Week Review
S08000024,2013/2014,Count,Babies,3210,Exclusively Breastfed,6 To 8 Week Review
S08000025,2013/2014,Count,Babies,126,Breastfed,First Visit
S08000025,2013/2014,Count,Babies,105,Exclusively Breastfed,First Visit
S08000025,2013/2014,Count,Babies,102,Breastfed,6 To 8 Week Review
S08000025,2013/2014,Count,Babies,73,Exclusively Breastfed,6 To 8 Week Review
S08000026,2013/2014,Count,Babies,155,Breastfed,First Visit
S08000026,2013/2014,Count,Babies,122,Exclusively Breastfed,First Visit
S08000026,2013/2014,Count,Babies,129,Breastfed,6 To 8 Week Review
S08000026,2013/2014,Count,Babies,99,Exclusively Breastfed,6 To 8 Week Review
S08000028,2013/2014,Count,Babies,119,Breastfed,First Visit
S08000028,2013/2014,Count,Babies,95,Exclusively Breastfed,First Visit
S08000028,2013/2014,Count,Babies,90,Breastfed,6 To 8 Week Review
S08000028,2013/2014,Count,Babies,72,Exclusively Breastfed,6 To 8 Week Review
S08000029,2013/2014,Count,Babies,1763,Breastfed,First Visit
S08000029,2013/2014,Count,Babies,1347,Exclusively Breastfed,First Visit
S08000029,2013/2014,Count,Babies,1299,Breastfed,6 To 8 Week Review
S08000029,2013/2014,Count,Babies,936,Exclusively Breastfed,6 To 8 Week Review
S08000030,2013/2014,Count,Babies,1878,Breastfed,First Visit
S08000030,2013/2014,Count,Babies,1456,Exclusively Breastfed,First Visit
S08000030,2013/2014,Count,Babies,1360,Breastfed,6 To 8 Week Review
S08000030,2013/2014,Count,Babies,993,Exclusively Breastfed,6 To 8 Week Review
S08000015,2014/2015,Count,Babies,1213,Breastfed,First Visit
S08000015,2014/2015,Count,Babies,909,Exclusively Breastfed,First Visit
S08000015,2014/2015,Count,Babies,844,Breastfed,6 To 8 Week Review
S08000015,2014/2015,Count,Babies,635,Exclusively Breastfed,6 To 8 Week Review
S08000016,2014/2015,Count,Babies,499,Breastfed,First Visit
S08000016,2014/2015,Count,Babies,403,Exclusively Breastfed,First Visit
S08000016,2014/2015,Count,Babies,441,Breastfed,6 To 8 Week Review
S08000016,2014/2015,Count,Babies,336,Exclusively Breastfed,6 To 8 Week Review
S08000017,2014/2015,Count,Babies,488,Breastfed,First Visit
S08000017,2014/2015,Count,Babies,379,Exclusively Breastfed,First Visit
S08000017,2014/2015,Count,Babies,391,Breastfed,6 To 8 Week Review
S08000017,2014/2015,Count,Babies,297,Exclusively Breastfed,6 To 8 Week Review
S08000019,2014/2015,Count,Babies,1198,Breastfed,First Visit
S08000019,2014/2015,Count,Babies,882,Exclusively Breastfed,First Visit
S08000019,2014/2015,Count,Babies,929,Breastfed,6 To 8 Week Review
S08000019,2014/2015,Count,Babies,689,Exclusively Breastfed,6 To 8 Week Review
S08000020,2014/2015,Count,Babies,3488,Breastfed,First Visit
S08000020,2014/2015,Count,Babies,2596,Exclusively Breastfed,First Visit
S08000020,2014/2015,Count,Babies,2637,Breastfed,6 To 8 Week Review
S08000020,2014/2015,Count,Babies,1935,Exclusively Breastfed,6 To 8 Week Review
S08000022,2014/2015,Count,Babies,1457,Breastfed,First Visit
S08000022,2014/2015,Count,Babies,1136,Exclusively Breastfed,First Visit
S08000022,2014/2015,Count,Babies,1044,Breastfed,6 To 8 Week Review
S08000022,2014/2015,Count,Babies,793,Exclusively Breastfed,6 To 8 Week Review
S08000024,2014/2015,Count,Babies,5837,Breastfed,First Visit
S08000024,2014/2015,Count,Babies,4123,Exclusively Breastfed,First Visit
S08000024,2014/2015,Count,Babies,4664,Breastfed,6 To 8 Week Review
S08000024,2014/2015,Count,Babies,3279,Exclusively Breastfed,6 To 8 Week Review
S08000025,2014/2015,Count,Babies,110,Breastfed,First Visit
S08000025,2014/2015,Count,Babies,94,Exclusively Breastfed,First Visit
S08000025,2014/2015,Count,Babies,91,Breastfed,6 To 8 Week Review
S08000025,2014/2015,Count,Babies,79,Exclusively Breastfed,6 To 8 Week Review
S08000026,2014/2015,Count,Babies,177,Breastfed,First Visit
S08000026,2014/2015,Count,Babies,149,Exclusively Breastfed,First Visit
S08000026,2014/2015,Count,Babies,146,Breastfed,6 To 8 Week Review
S08000026,2014/2015,Count,Babies,123,Exclusively Breastfed,6 To 8 Week Review
S08000028,2014/2015,Count,Babies,94,Breastfed,First Visit
S08000028,2014/2015,Count,Babies,77,Exclusively Breastfed,First Visit
S08000028,2014/2015,Count,Babies,80,Breastfed,6 To 8 Week Review
S08000028,2014/2015,Count,Babies,57,Exclusively Breastfed,6 To 8 Week Review
S08000029,2014/2015,Count,Babies,1623,Breastfed,First Visit
S08000029,2014/2015,Count,Babies,1249,Exclusively Breastfed,First Visit
S08000029,2014/2015,Count,Babies,1200,Breastfed,6 To 8 Week Review
S08000029,2014/2015,Count,Babies,860,Exclusively Breastfed,6 To 8 Week Review
S08000030,2014/2015,Count,Babies,1983,Breastfed,First Visit
S08000030,2014/2015,Count,Babies,1530,Exclusively Breastfed,First Visit
S08000030,2014/2015,Count,Babies,1451,Breastfed,6 To 8 Week Review
S08000030,2014/2015,Count,Babies,1068,Exclusively Breastfed,6 To 8 Week Review
S08000015,2015/2016,Count,Babies,1191,Breastfed,First Visit
S08000015,2015/2016,Count,Babies,846,Exclusively Breastfed,First Visit
S08000015,2015/2016,Count,Babies,791,Breastfed,6 To 8 Week Review
S08000015,2015/2016,Count,Babies,557,Exclusively Breastfed,6 To 8 Week Review
S08000016,2015/2016,Count,Babies,490,Breastfed,First Visit
S08000016,2015/2016,Count,Babies,378,Exclusively Breastfed,First Visit
S08000016,2015/2016,Count,Babies,408,Breastfed,6 To 8 Week Review
S08000016,2015/2016,Count,Babies,317,Exclusively Breastfed,6 To 8 Week Review
S08000017,2015/2016,Count,Babies,496,Breastfed,First Visit
S08000017,2015/2016,Count,Babies,374,Exclusively Breastfed,First Visit
S08000017,2015/2016,Count,Babies,387,Breastfed,6 To 8 Week Review
S08000017,2015/2016,Count,Babies,281,Exclusively Breastfed,6 To 8 Week Review
S08000019,2015/2016,Count,Babies,1190,Breastfed,First Visit
S08000019,2015/2016,Count,Babies,902,Exclusively Breastfed,First Visit
S08000019,2015/2016,Count,Babies,909,Breastfed,6 To 8 Week Review
S08000019,2015/2016,Count,Babies,673,Exclusively Breastfed,6 To 8 Week Review
S08000020,2015/2016,Count,Babies,3543,Breastfed,First Visit
S08000020,2015/2016,Count,Babies,2636,Exclusively Breastfed,First Visit
S08000020,2015/2016,Count,Babies,2642,Breastfed,6 To 8 Week Review
S08000020,2015/2016,Count,Babies,1925,Exclusively Breastfed,6 To 8 Week Review
S08000022,2015/2016,Count,Babies,1453,Breastfed,First Visit
S08000022,2015/2016,Count,Babies,1115,Exclusively Breastfed,First Visit
S08000022,2015/2016,Count,Babies,1062,Breastfed,6 To 8 Week Review
S08000022,2015/2016,Count,Babies,798,Exclusively Breastfed,6 To 8 Week Review
S08000024,2015/2016,Count,Babies,5823,Breastfed,First Visit
S08000024,2015/2016,Count,Babies,4155,Exclusively Breastfed,First Visit
S08000024,2015/2016,Count,Babies,4546,Breastfed,6 To 8 Week Review
S08000024,2015/2016,Count,Babies,3230,Exclusively Breastfed,6 To 8 Week Review
S08000025,2015/2016,Count,Babies,110,Breastfed,First Visit
S08000025,2015/2016,Count,Babies,89,Exclusively Breastfed,First Visit
S08000025,2015/2016,Count,Babies,83,Breastfed,6 To 8 Week Review
S08000025,2015/2016,Count,Babies,69,Exclusively Breastfed,6 To 8 Week Review
S08000026,2015/2016,Count,Babies,159,Breastfed,First Visit
S08000026,2015/2016,Count,Babies,125,Exclusively Breastfed,First Visit
S08000026,2015/2016,Count,Babies,132,Breastfed,6 To 8 Week Review
S08000026,2015/2016,Count,Babies,105,Exclusively Breastfed,6 To 8 Week Review
S08000028,2015/2016,Count,Babies,99,Breastfed,First Visit
S08000028,2015/2016,Count,Babies,84,Exclusively Breastfed,First Visit
S08000028,2015/2016,Count,Babies,86,Breastfed,6 To 8 Week Review
S08000028,2015/2016,Count,Babies,66,Exclusively Breastfed,6 To 8 Week Review
S08000029,2015/2016,Count,Babies,1684,Breastfed,First Visit
S08000029,2015/2016,Count,Babies,1288,Exclusively Breastfed,First Visit
S08000029,2015/2016,Count,Babies,1256,Breastfed,6 To 8 Week Review
S08000029,2015/2016,Count,Babies,925,Exclusively Breastfed,6 To 8 Week Review
S08000030,2015/2016,Count,Babies,1951,Breastfed,First Visit
S08000030,2015/2016,Count,Babies,1498,Exclusively Breastfed,First Visit
S08000030,2015/2016,Count,Babies,1447,Breastfed,6 To 8 Week Review
S08000030,2015/2016,Count,Babies,1081,Exclusively Breastfed,6 To 8 Week Review
S08000015,2016/2017,Count,Babies,1130,Breastfed,First Visit
S08000015,2016/2017,Count,Babies,809,Exclusively Breastfed,First Visit
S08000015,2016/2017,Count,Babies,753,Breastfed,6 To 8 Week Review
S08000015,2016/2017,Count,Babies,554,Exclusively Breastfed,6 To 8 Week Review
S08000016,2016/2017,Count,Babies,562,Breastfed,First Visit
S08000016,2016/2017,Count,Babies,435,Exclusively Breastfed,First Visit
S08000016,2016/2017,Count,Babies,446,Breastfed,6 To 8 Week Review
S08000016,2016/2017,Count,Babies,350,Exclusively Breastfed,6 To 8 Week Review
S08000017,2016/2017,Count,Babies,545,Breastfed,First Visit
S08000017,2016/2017,Count,Babies,416,Exclusively Breastfed,First Visit
S08000017,2016/2017,Count,Babies,394,Breastfed,6 To 8 Week Review
S08000017,2016/2017,Count,Babies,305,Exclusively Breastfed,6 To 8 Week Review
S08000019,2016/2017,Count,Babies,1270,Breastfed,First Visit
S08000019,2016/2017,Count,Babies,929,Exclusively Breastfed,First Visit
S08000019,2016/2017,Count,Babies,948,Breastfed,6 To 8 Week Review
S08000019,2016/2017,Count,Babies,708,Exclusively Breastfed,6 To 8 Week Review
S08000020,2016/2017,Count,Babies,3493,Breastfed,First Visit
S08000020,2016/2017,Count,Babies,2590,Exclusively Breastfed,First Visit
S08000020,2016/2017,Count,Babies,2599,Breastfed,6 To 8 Week Review
S08000020,2016/2017,Count,Babies,1956,Exclusively Breastfed,6 To 8 Week Review
S08000022,2016/2017,Count,Babies,1486,Breastfed,First Visit
S08000022,2016/2017,Count,Babies,1164,Exclusively Breastfed,First Visit
S08000022,2016/2017,Count,Babies,1125,Breastfed,6 To 8 Week Review
S08000022,2016/2017,Count,Babies,880,Exclusively Breastfed,6 To 8 Week Review
S08000024,2016/2017,Count,Babies,5970,Breastfed,First Visit
S08000024,2016/2017,Count,Babies,4330,Exclusively Breastfed,First Visit
S08000024,2016/2017,Count,Babies,4718,Breastfed,6 To 8 Week Review
S08000024,2016/2017,Count,Babies,3541,Exclusively Breastfed,6 To 8 Week Review
S08000025,2016/2017,Count,Babies,129,Breastfed,First Visit
S08000025,2016/2017,Count,Babies,111,Exclusively Breastfed,First Visit
S08000025,2016/2017,Count,Babies,102,Breastfed,6 To 8 Week Review
S08000025,2016/2017,Count,Babies,90,Exclusively Breastfed,6 To 8 Week Review
S08000026,2016/2017,Count,Babies,176,Breastfed,First Visit
S08000026,2016/2017,Count,Babies,141,Exclusively Breastfed,First Visit
S08000026,2016/2017,Count,Babies,140,Breastfed,6 To 8 Week Review
S08000026,2016/2017,Count,Babies,116,Exclusively Breastfed,6 To 8 Week Review
S08000028,2016/2017,Count,Babies,129,Breastfed,First Visit
S08000028,2016/2017,Count,Babies,92,Exclusively Breastfed,First Visit
S08000028,2016/2017,Count,Babies,95,Breastfed,6 To 8 Week Review
S08000028,2016/2017,Count,Babies,72,Exclusively Breastfed,6 To 8 Week Review
S08000029,2016/2017,Count,Babies,1656,Breastfed,First Visit
S08000029,2016/2017,Count,Babies,1272,Exclusively Breastfed,First Visit
S08000029,2016/2017,Count,Babies,1229,Breastfed,6 To 8 Week Review
S08000029,2016/2017,Count,Babies,960,Exclusively Breastfed,6 To 8 Week Review
S08000030,2016/2017,Count,Babies,1954,Breastfed,First Visit
S08000030,2016/2017,Count,Babies,1504,Exclusively Breastfed,First Visit
S08000030,2016/2017,Count,Babies,1520,Breastfed,6 To 8 Week Review
S08000030,2016/2017,Count,Babies,1171,Exclusively Breastfed,6 To 8 Week Review
S12000005,2002/2003,Count,Babies,166,Breastfed,First Visit
S12000005,2002/2003,Count,Babies,140,Exclusively Breastfed,First Visit
S12000005,2002/2003,Count,Babies,129,Breastfed,6 To 8 Week Review
S12000005,2002/2003,Count,Babies,102,Exclusively Breastfed,6 To 8 Week Review
S12000006,2002/2003,Count,Babies,592,Breastfed,First Visit
S12000006,2002/2003,Count,Babies,492,Exclusively Breastfed,First Visit
S12000006,2002/2003,Count,Babies,467,Breastfed,6 To 8 Week Review
S12000006,2002/2003,Count,Babies,309,Exclusively Breastfed,6 To 8 Week Review
S12000008,2002/2003,Count,Babies,396,Breastfed,First Visit
S12000008,2002/2003,Count,Babies,373,Exclusively Breastfed,First Visit
S12000008,2002/2003,Count,Babies,290,Breastfed,6 To 8 Week Review
S12000008,2002/2003,Count,Babies,221,Exclusively Breastfed,6 To 8 Week Review
S12000010,2002/2003,Count,Babies,492,Breastfed,First Visit
S12000010,2002/2003,Count,Babies,430,Exclusively Breastfed,First Visit
S12000010,2002/2003,Count,Babies,394,Breastfed,6 To 8 Week Review
S12000010,2002/2003,Count,Babies,297,Exclusively Breastfed,6 To 8 Week Review
S12000011,2002/2003,Count,Babies,489,Breastfed,First Visit
S12000011,2002/2003,Count,Babies,442,Exclusively Breastfed,First Visit
S12000011,2002/2003,Count,Babies,412,Breastfed,6 To 8 Week Review
S12000011,2002/2003,Count,Babies,309,Exclusively Breastfed,6 To 8 Week Review
S12000014,2002/2003,Count,Babies,494,Breastfed,First Visit
S12000014,2002/2003,Count,Babies,421,Exclusively Breastfed,First Visit
S12000014,2002/2003,Count,Babies,349,Breastfed,6 To 8 Week Review
S12000014,2002/2003,Count,Babies,270,Exclusively Breastfed,6 To 8 Week Review
S12000017,2002/2003,Count,Babies,7,Breastfed,First Visit
S12000017,2002/2003,Count,Babies,6,Exclusively Breastfed,First Visit
S12000017,2002/2003,Count,Babies,7,Breastfed,6 To 8 Week Review
S12000017,2002/2003,Count,Babies,5,Exclusively Breastfed,6 To 8 Week Review
S12000018,2002/2003,Count,Babies,228,Breastfed,First Visit
S12000018,2002/2003,Count,Babies,204,Exclusively Breastfed,First Visit
S12000018,2002/2003,Count,Babies,173,Breastfed,6 To 8 Week Review
S12000018,2002/2003,Count,Babies,131,Exclusively Breastfed,6 To 8 Week Review
S12000019,2002/2003,Count,Babies,402,Breastfed,First Visit
S12000019,2002/2003,Count,Babies,354,Exclusively Breastfed,First Visit
S12000019,2002/2003,Count,Babies,316,Breastfed,6 To 8 Week Review
S12000019,2002/2003,Count,Babies,246,Exclusively Breastfed,6 To 8 Week Review
S12000021,2002/2003,Count,Babies,467,Breastfed,First Visit
